date,content,id,url
2021-01-23 23:59:12+00:00,"今日の麺活🍜太白区富沢

🎍太平楽 富沢店🎍

【朝ラー中(細麺)】
+ライス+温玉

今年初の太平楽(富沢店)さんへ

朝から満員御礼状態!!( ; ﾛ)ﾟ ﾟ
ただ会話ないし
パネルもしっかり設置で安心👍
ラーメンも安心安定の
シンプルイズベスト的美味さ💯
〆はTKG風茶漬け😋💨

今年も宜しくお願いします🙇‍♂️ https://t.co/KmFBijVhlw",1353130192445657088,https://twitter.com/EMUMPifaPt399IB/status/1353130192445657088
2021-01-23 23:59:12+00:00,KeyGlock Off the Porch will blow ya speakers. Helluva way to go out tho 💯,1353130190835245056,https://twitter.com/J_4short/status/1353130190835245056
2021-01-23 23:59:11+00:00,@jacksfilms That joke is impossumably bad 😂😂😂😂👌👌👌💯💯💯💯💯,1353130187379122182,https://twitter.com/AlexNaismith11/status/1353130187379122182
2021-01-23 23:59:10+00:00,@Unc_Benadryl @Boca_Bhoy thanks for the dope ride bro's 💯🔥👊🏻 https://t.co/3Qqe7GQFcZ,1353130182803124226,https://twitter.com/Coreymcnair10/status/1353130182803124226
2021-01-23 23:59:10+00:00,Spot on 💯 https://t.co/HpEcPohZUb,1353130182375309313,https://twitter.com/jaasuuun/status/1353130182375309313
2021-01-23 23:59:09+00:00,do anything for Kebe ian have it an he gave it 💯,1353130181930659847,https://twitter.com/VLoneMoe/status/1353130181930659847
2021-01-23 23:59:06+00:00,@RaccoonCityEC @tatysolcito @teamdinamicas @MARTHACANDIA21 @ElXavo31 @Naho80299188 @Lobato_hdez @lennon2025 @Spencerjames211 @JamesSpencer21 @ElderAcost Sdv 💯,1353130167703662597,https://twitter.com/Jemaco40/status/1353130167703662597
2021-01-23 23:59:05+00:00,@shytigress @HMOIndia Agree with you 💯 pct.,1353130161689014275,https://twitter.com/kalpanajaggi/status/1353130161689014275
2021-01-23 23:59:04+00:00,"1/24♡ 今日はジミンが初めてTwitterで挨拶してくれた日なんだね
これから想い出作って行くからね❤️

#ThankYouJimin #JIMIN
#AlwaysWithJimin
@BTS_twt 
 
내 앞에 나타나줘서 고마워 지민아
부은 눈도 부르룬입술도 내 취향이얍 
👍💯💕 https://t.co/fwFzB6Z0TE",1353130160820604928,https://twitter.com/w4h_b/status/1353130160820604928
2021-01-23 23:59:04+00:00,I’m On Point Won’t Go For Nun 💯,1353130160145489921,https://twitter.com/__Kjlb/status/1353130160145489921
2021-01-23 23:59:02+00:00,Once you get the right one it’s like nobody else matter 💯,1353130150259527683,https://twitter.com/Tspazz00/status/1353130150259527683
2021-01-23 23:59:01+00:00,💯📣 https://t.co/onnAqQU4jw,1353130146434191360,https://twitter.com/arianabeels/status/1353130146434191360
2021-01-23 23:59:00+00:00,Daddy I need a rack literally next day nigga I don’t have time for you 💯,1353130143217307650,https://twitter.com/AdultBroker1/status/1353130143217307650
2021-01-23 23:59:00+00:00,"━━━━━━━━━
     💙 *_TEAMⓂYSTiC💙ARG_*💙
                ━━━━━━━━━

  ✨ 🦎 *GROUDON* 🦎✨

       *POTENCIADO/BOOSTED*

      💯=  2️⃣9️⃣3️⃣9️⃣

*GYM 1: JUEGOS DE PLAZA*

*🇦🇷 GYM EX* 🇦🇷

⏳ *_2da Ronda_: 21:05 // XX:05*

*CC GYM:*
-34.544187,-58.476998
#ExPassGym",1353130142084845568,https://twitter.com/RaidsBoosted/status/1353130142084845568
2021-01-23 23:59:00+00:00,@yoemsie idk 💯,1353130141703000065,https://twitter.com/jimmybrckn/status/1353130141703000065
2021-01-23 23:58:59+00:00,😭😭😭😭😭😂😂💯🙃 https://t.co/lEoW9L7geo,1353130139173986304,https://twitter.com/ObeyTae/status/1353130139173986304
2021-01-23 23:58:58+00:00,Life is better with weed. 💯😂😂 https://t.co/MdeRmIaoAQ,1353130133440221185,https://twitter.com/MorganOfTheMist/status/1353130133440221185
2021-01-23 23:58:55+00:00,Al 💯 y en movimiento Sergio Torres Félix sigue llevando apoyo a las familias https://t.co/t8xkfjOMB8,1353130122602106881,https://twitter.com/JONH_JG/status/1353130122602106881
2021-01-23 23:58:55+00:00,@Serf_ofthe21st Dude what I said is 💯 true and Canadians were praying for Trump so he could save us from our own dictator wannabe. How did you all think the answer to removing an old rich white from power was to put an even older corrupt white guy in power??? 🤦‍♀️🤪🤡,1353130119896788993,https://twitter.com/PantsdeF/status/1353130119896788993
2021-01-23 23:58:54+00:00,"yandel siempre se preocupa por mi bendito, el pri 💯👩🏻‍🤝‍👨🏾❣️",1353130115501350912,https://twitter.com/Alyyy_23/status/1353130115501350912
2021-01-23 23:58:52+00:00,Dropping Friday👀💯✨ Know that gonna be a hot one🔥💯 @lildurk https://t.co/UI9pVEEHes,1353130109520277505,https://twitter.com/ShonnyB600/status/1353130109520277505
2021-01-23 23:58:51+00:00,@bbnogames @junglebobby123 rate my set up 🙈💯💯 https://t.co/B0vUYOASXH,1353130103287537666,https://twitter.com/ashleyxgcf/status/1353130103287537666
2021-01-23 23:58:50+00:00,"Let me clear the air
I am 215 
6’1 😂 
I will be getting to 205 by next football season 💯",1353130099135152134,https://twitter.com/Branden5mc/status/1353130099135152134
2021-01-23 23:58:49+00:00,"@toto_sue @ShattaTikiTaka @RadioCitizenFM @Deejayrambo1 @ericonambanane8 @MercyMartial11 @ToriaVicky2 @Annesth58671254 @AnnWanjira16 @Calebmorara @KisiraniN @erik079513075 @jessy_makungu @PatohSelector #UsikuSacco 

Kabete 118/105 representing 🔥💯👌",1353130095272144896,https://twitter.com/KamaaUleMpole1/status/1353130095272144896
2021-01-23 23:58:48+00:00,"space for things to unfold naturally. Your time is coming!! Believe that. 🙌🏽💯 -Major shifts are taking place this weekend, make sure to ground yourself, stay hydrated. I’m  sending all my love &amp; energy to each &amp; every one of you! We’ve got this, we are going to make it! 🤍✨🕊",1353130091211984896,https://twitter.com/cosmicqueen333/status/1353130091211984896
2021-01-23 23:58:47+00:00,@SergioTorresSIN Al 💯 y en movimiento Sergio Torres Félix sigue llevando apoyo a las familias,1353130089274175489,https://twitter.com/JONH_JG/status/1353130089274175489
2021-01-23 23:58:47+00:00,@PhatPussyBiiih 💯,1353130087835697155,https://twitter.com/Bigno617/status/1353130087835697155
2021-01-23 23:58:47+00:00,@RICEENJOYER Straight up 💯,1353130087076552704,https://twitter.com/AFUSIONGOAT/status/1353130087076552704
2021-01-23 23:58:44+00:00,@cjdeville 💯,1353130076406165507,https://twitter.com/adeville3/status/1353130076406165507
2021-01-23 23:58:44+00:00,"@JustThink41sec @WWatts1 @_rob______ @JackPosobiec Where you’re wrong is my “side” won’t make excuses for whoever has broken the law.  Funny how on  01/06 MAGAts &amp; Trump showed their hypocrisy for the whole world to see!  I’m soooo happy Trump is GONE!  &amp; yeah Dr Biden 💯 better than Melanoma, stay mad 😁🤣😁🤣",1353130076343332864,https://twitter.com/Angarflo88/status/1353130076343332864
2021-01-23 23:58:44+00:00,@vjayebroder @FerbertMonty @RepBarbaraLee @Beachbu51501105 Me too.  👊👍💯,1353130074103549952,https://twitter.com/FoolsBelieve/status/1353130074103549952
2021-01-23 23:58:44+00:00,@viihtube 💯,1353130074015494144,https://twitter.com/tuita_sasuke/status/1353130074015494144
2021-01-23 23:58:44+00:00,@moniajanae It really do 💯,1353130073210056704,https://twitter.com/g0krazy4nae/status/1353130073210056704
2021-01-23 23:58:43+00:00,@anthonypatt_ @JasonScheer 🙏🏾💝💯,1353130072803135490,https://twitter.com/Sheri_Hill/status/1353130072803135490
